,predictions,prob_0,prob_1,labels
213,0,0.8534898,0.1465102,0.0
214,0,0.9465231,0.0534769,0.0
215,0,0.88338196,0.11661807,0.0
216,0,0.89526284,0.10473717,0.0
217,0,0.899804,0.10019601,0.0
218,1,0.35681456,0.64318544,1.0
219,0,0.87065744,0.12934256,0.0
220,0,0.84282196,0.15717801,0.0
221,0,0.92659163,0.07340835,0.0
222,0,0.7977494,0.20225063,0.0
223,0,0.8991194,0.10088063,0.0
224,0,0.6728236,0.3271764,0.0
225,0,0.96510386,0.03489613,0.0
226,1,0.48878258,0.5112174,1.0
227,0,0.78517157,0.21482842,0.0
228,0,0.9326927,0.06730727,0.0
229,0,0.84789467,0.15210532,0.0
230,0,0.89264405,0.10735593,0.0
231,0,0.70622313,0.2937769,0.0
232,0,0.96510386,0.03489613,0.0
233,0,0.600778,0.399222,0.0
234,0,0.5607608,0.4392392,0.0
235,0,0.91937625,0.080623776,0.0
236,0,0.93947315,0.060526844,0.0
237,0,0.9845363,0.015463734,0.0
238,0,0.7854587,0.2145413,0.0
239,0,0.8900158,0.1099842,1.0
240,0,0.78963375,0.21036623,0.0
241,0,0.95094985,0.04905014,0.0
242,0,0.75359744,0.24640258,0.0
243,0,0.8013976,0.19860236,0.0
244,0,0.7566073,0.24339272,0.0
245,0,0.9258464,0.074153595,0.0
246,0,0.9387538,0.061246224,0.0
247,0,0.9258464,0.074153595,0.0
248,0,0.94096804,0.059031967,0.0
249,0,0.9255172,0.074482806,0.0
250,0,0.894473,0.105527,0.0
251,0,0.930006,0.06999396,0.0
252,0,0.9258464,0.074153595,0.0
253,0,0.9258464,0.074153595,0.0
254,0,0.93947315,0.060526844,0.0
255,0,0.9039526,0.09604743,0.0
256,0,0.88081294,0.11918706,1.0
257,0,0.930006,0.06999396,0.0
258,0,0.9258464,0.074153595,0.0
259,0,0.93774885,0.06225117,0.0
260,0,0.670107,0.32989296,0.0
261,0,0.6473549,0.3526451,0.0
262,0,0.930006,0.06999396,0.0
263,0,0.69876003,0.30123994,0.0
264,0,0.9275162,0.072483756,0.0
265,0,0.962445,0.037554953,0.0
266,0,0.84616137,0.15383865,0.0
267,0,0.9845363,0.015463734,0.0
268,1,0.4824928,0.5175072,0.0
269,0,0.8354139,0.16458611,1.0
270,0,0.6628102,0.33718976,1.0
271,0,0.9006423,0.0993577,0.0
272,0,0.6522281,0.34777185,1.0
273,0,0.7803359,0.2196641,0.0
274,0,0.88967776,0.11032224,0.0
275,0,0.8476337,0.1523663,1.0
276,0,0.81583595,0.18416408,0.0
277,0,0.9305092,0.06949079,0.0
278,0,0.9465231,0.0534769,0.0
279,0,0.9258464,0.074153595,0.0
280,0,0.79196405,0.20803598,0.0
281,1,0.35632938,0.6436706,1.0
282,0,0.87835354,0.12164648,0.0
283,0,0.9697103,0.030289687,0.0
284,0,0.9338389,0.066161096,0.0
285,0,0.95386547,0.04613454,0.0
286,0,0.829098,0.170902,0.0
287,0,0.817834,0.18216597,0.0
288,0,0.96510386,0.03489613,0.0
289,0,0.93767697,0.062323052,0.0
290,0,0.746772,0.253228,0.0
291,0,0.94096804,0.059031967,0.0
292,0,0.9413775,0.0586225,0.0
293,0,0.94252294,0.057477057,0.0
294,0,0.7348623,0.26513767,0.0
295,0,0.9324743,0.06752567,0.0
296,0,0.7939805,0.2060195,0.0
297,0,0.8991194,0.10088063,0.0
298,1,0.2739728,0.7260272,0.0
299,0,0.87065744,0.12934256,0.0
300,0,0.6848427,0.3151573,0.0
301,0,0.90389895,0.09610105,0.0
302,0,0.98509574,0.014904284,0.0
303,1,0.22650182,0.7734982,1.0
304,0,0.7360057,0.26399428,1.0
305,0,0.96510386,0.03489613,0.0
306,0,0.80704653,0.19295347,1.0
307,0,0.963258,0.036741946,0.0
308,1,0.16623038,0.8337696,1.0
309,0,0.9258464,0.074153595,0.0
310,0,0.7534132,0.24658683,0.0
311,1,0.43033236,0.56966764,1.0
312,0,0.899804,0.10019601,0.0
313,0,0.8445132,0.15548682,0.0
314,0,0.7991547,0.20084532,1.0
315,0,0.71207535,0.28792462,0.0
316,0,0.9702589,0.029741107,0.0
317,0,0.65465224,0.34534776,1.0
318,0,0.85701114,0.14298888,0.0
319,0,0.8154404,0.18455955,0.0
320,0,0.93073213,0.06926789,0.0
321,1,0.46823084,0.53176916,1.0
322,0,0.71236086,0.28763914,0.0
323,0,0.93947315,0.060526844,0.0
324,0,0.96496797,0.035032023,0.0
325,0,0.6147075,0.38529247,1.0
326,0,0.88284737,0.11715265,1.0
327,0,0.9255172,0.074482806,0.0
328,0,0.96403855,0.03596143,0.0
329,0,0.87963855,0.120361455,0.0
330,1,0.40094596,0.59905404,1.0
331,0,0.59858614,0.40141386,1.0
332,0,0.94096804,0.059031967,0.0
333,0,0.71243644,0.28756356,0.0
334,0,0.9211966,0.078803435,1.0
335,0,0.9527754,0.04722457,1.0
336,0,0.9040622,0.09593777,0.0
337,0,0.98205954,0.017940475,0.0
338,0,0.71713257,0.28286746,1.0
339,0,0.99175256,0.008247432,0.0
340,0,0.65504426,0.34495574,1.0
341,0,0.8850717,0.11492828,1.0
342,0,0.82329774,0.17670225,0.0
343,1,0.34613347,0.6538665,1.0
344,0,0.8719928,0.12800719,0.0
345,0,0.9275162,0.072483756,0.0
346,0,0.5998584,0.40014163,1.0
347,0,0.91728073,0.08271928,0.0
348,0,0.9040622,0.09593777,1.0
349,0,0.9211966,0.078803435,0.0
350,1,0.4664318,0.5335682,0.0
351,0,0.90822893,0.09177107,0.0
352,1,0.33001614,0.66998386,0.0
353,0,0.8690376,0.13096237,0.0
354,0,0.85520804,0.14479195,0.0
355,0,0.79737693,0.20262307,0.0
356,0,0.9455745,0.05442546,0.0
357,1,0.081287384,0.9187126,0.0
358,0,0.930006,0.06999396,0.0
359,0,0.930006,0.06999396,0.0
360,0,0.9782497,0.021750275,0.0
361,0,0.93947315,0.060526844,0.0
362,0,0.84427035,0.15572962,0.0
363,0,0.6849898,0.31501016,1.0
364,0,0.9211966,0.078803435,0.0
365,0,0.9144904,0.085509576,0.0
366,0,0.92499274,0.075007275,0.0
367,0,0.951085,0.048915047,0.0
368,0,0.7437555,0.25624448,0.0
369,0,0.9782497,0.021750275,0.0
370,1,0.2832836,0.7167164,0.0
371,1,0.382703,0.617297,0.0
372,0,0.5150833,0.48491666,0.0
373,0,0.9090307,0.090969324,0.0
374,0,0.98205954,0.017940475,0.0
375,0,0.7985448,0.20145518,0.0
376,0,0.80681854,0.19318144,0.0
377,0,0.5884894,0.41151062,0.0
378,0,0.94096804,0.059031967,0.0
379,0,0.9465231,0.0534769,1.0
380,0,0.81952155,0.18047845,1.0
381,0,0.7662953,0.2337047,0.0
382,0,0.9481083,0.05189171,0.0
383,0,0.8583509,0.14164913,0.0
384,0,0.8290565,0.17094351,0.0
385,0,0.93657756,0.063422434,0.0
386,0,0.82497346,0.1750265,0.0
387,0,0.8391675,0.16083254,0.0
388,1,0.49774688,0.5022531,1.0
389,0,0.81143916,0.18856087,0.0
390,0,0.60166496,0.39833504,0.0
391,0,0.9465231,0.0534769,0.0
392,0,0.9845363,0.015463734,0.0
393,0,0.9255172,0.074482806,0.0
394,0,0.832083,0.16791704,1.0
395,0,0.930006,0.06999396,0.0
396,0,0.9516862,0.04831381,0.0
397,0,0.7314549,0.2685451,0.0
398,0,0.97670895,0.02329108,0.0
399,0,0.91426086,0.08573916,0.0
400,0,0.9366304,0.06336959,0.0
401,0,0.93736994,0.06263004,0.0
402,0,0.87085176,0.12914823,0.0
403,0,0.8257035,0.17429648,0.0
404,0,0.73442054,0.26557946,1.0
405,0,0.9392599,0.0607401,0.0
406,0,0.930006,0.06999396,0.0
407,0,0.904548,0.09545202,0.0
408,0,0.85314745,0.14685257,0.0
409,0,0.7687471,0.2312529,0.0
410,0,0.874306,0.12569399,0.0
411,0,0.90514016,0.09485986,0.0
412,0,0.8317844,0.16821556,1.0
413,0,0.91327643,0.08672357,0.0
414,0,0.9255172,0.074482806,1.0
415,1,0.3280726,0.6719274,1.0
416,0,0.56935644,0.43064353,0.0
417,0,0.930006,0.06999396,0.0
418,0,0.8559886,0.1440114,0.0
419,0,0.86002815,0.13997187,0.0
420,0,0.548638,0.451362,1.0
421,0,0.83816755,0.16183244,0.0
422,1,0.09918511,0.9008149,1.0
423,0,0.9782497,0.021750275,0.0
424,0,0.8941904,0.10580964,0.0
425,0,0.95215255,0.047847442,0.0
426,0,0.9820599,0.017940123,1.0
427,0,0.9782497,0.021750275,0.0
428,0,0.577142,0.422858,0.0
429,1,0.10351694,0.89648306,1.0
430,0,0.9263872,0.07361284,1.0
431,0,0.9474664,0.052533656,0.0
432,0,0.784783,0.21521696,1.0
433,0,0.9574038,0.04259622,0.0
434,1,0.37863684,0.62136316,0.0
435,0,0.7849538,0.21504624,0.0
436,0,0.829437,0.170563,0.0
437,0,0.8164619,0.1835381,0.0
438,0,0.87473035,0.12526962,0.0
439,0,0.9465231,0.0534769,0.0
440,0,0.85250354,0.14749648,0.0
441,0,0.930006,0.06999396,0.0
442,0,0.9465231,0.0534769,0.0
443,0,0.96246547,0.03753451,0.0
444,0,0.94096804,0.059031967,0.0
445,0,0.7579415,0.24205853,0.0
446,0,0.9794943,0.020505749,0.0
447,0,0.9845363,0.015463734,0.0
448,0,0.84260345,0.15739653,0.0
449,0,0.9711439,0.028856117,0.0
450,0,0.9832533,0.016746689,0.0
451,0,0.86927676,0.13072327,0.0
452,0,0.8164619,0.1835381,0.0
453,0,0.7592262,0.24077377,0.0
454,1,0.2022143,0.7977857,0.0
455,0,0.96876115,0.031238828,0.0
456,0,0.9677004,0.032299604,0.0
457,0,0.81696916,0.18303084,0.0
458,0,0.9346691,0.0653309,0.0
459,0,0.9215685,0.07843152,1.0
460,1,0.16338933,0.8366107,1.0
461,1,0.062966704,0.9370333,0.0
462,0,0.756931,0.24306901,0.0
463,0,0.8723448,0.1276552,0.0
464,0,0.930006,0.06999396,0.0
465,0,0.77981734,0.22018264,1.0
466,0,0.9832533,0.016746689,0.0
467,0,0.9696872,0.030312778,0.0
468,0,0.5943314,0.40566862,0.0
469,0,0.820517,0.179483,0.0
470,0,0.9035682,0.096431784,0.0
471,0,0.72536755,0.27463245,0.0
472,0,0.9213314,0.07866857,0.0
473,0,0.85827255,0.14172743,0.0
474,0,0.7887082,0.21129179,1.0
475,1,0.045155883,0.9548441,0.0
476,0,0.9661962,0.033803824,0.0
477,0,0.5455056,0.45449442,1.0
478,0,0.94096804,0.059031967,0.0
479,0,0.8132843,0.18671575,0.0
480,0,0.9069339,0.09306611,1.0
481,0,0.96510386,0.03489613,0.0
482,0,0.9258464,0.074153595,0.0
483,0,0.8542626,0.14573742,0.0
484,1,0.08379179,0.9162082,1.0
485,0,0.81396663,0.18603337,0.0
486,0,0.78426474,0.21573527,0.0
487,0,0.9040622,0.09593777,0.0
488,0,0.9633888,0.036611203,0.0
489,0,0.95094985,0.04905014,1.0
490,0,0.8701746,0.1298254,0.0
491,0,0.8862583,0.11374169,0.0
492,0,0.99114555,0.008854428,0.0
493,0,0.9255172,0.074482806,1.0
494,0,0.899804,0.10019601,0.0
495,0,0.9692621,0.030737894,0.0
496,0,0.93947315,0.060526844,1.0
497,0,0.7623913,0.23760866,0.0
498,0,0.91854405,0.08145596,0.0
499,0,0.8576342,0.14236583,0.0
500,0,0.930006,0.06999396,0.0
501,0,0.92062265,0.07937737,0.0
502,0,0.899804,0.10019601,0.0
503,0,0.88603836,0.113961615,0.0
504,1,0.22777069,0.7722293,1.0
505,0,0.9782497,0.021750275,0.0
506,0,0.9148769,0.085123144,0.0
507,0,0.88969076,0.11030927,0.0
508,1,0.44188702,0.558113,0.0
509,0,0.9416557,0.058344293,0.0
510,0,0.9506113,0.049388688,0.0
511,0,0.94745064,0.052549385,0.0
512,0,0.7133763,0.28662372,1.0
513,0,0.630738,0.36926195,0.0
514,0,0.86288357,0.1371164,1.0
515,0,0.9258464,0.074153595,0.0
516,0,0.81772023,0.18227978,0.0
517,0,0.9467818,0.05321816,0.0
518,1,0.27606964,0.72393036,0.0
519,0,0.96510386,0.03489613,0.0
520,0,0.8177407,0.18225932,0.0
521,0,0.8859042,0.1140958,1.0
522,1,0.2539819,0.7460181,0.0
523,0,0.892833,0.10716698,0.0
524,0,0.98236996,0.017630022,0.0
525,0,0.86531454,0.13468546,0.0
526,0,0.89379025,0.10620973,0.0
527,0,0.7141063,0.2858937,1.0
528,0,0.94823927,0.051760726,0.0
529,0,0.9475399,0.052460052,1.0
530,1,0.33525544,0.66474456,0.0
531,0,0.8275224,0.17247762,0.0
532,0,0.84430635,0.15569367,0.0
533,0,0.76939416,0.23060583,0.0
534,1,0.4223116,0.5776884,1.0
535,0,0.8991194,0.10088063,1.0
536,0,0.8239572,0.17604278,0.0
537,0,0.7592262,0.24077377,0.0
538,0,0.9166415,0.083358504,0.0
539,0,0.89740694,0.10259309,0.0
540,0,0.7386011,0.2613989,1.0
541,0,0.96510386,0.03489613,0.0
542,0,0.9482629,0.051737152,0.0
543,0,0.94823927,0.051760726,0.0
544,1,0.21192706,0.78807294,1.0
545,0,0.7056509,0.29434904,0.0
546,0,0.9727763,0.02722373,0.0
547,0,0.8203012,0.1796988,0.0
548,0,0.7496768,0.25032315,0.0
549,0,0.9510714,0.048928626,0.0
550,1,0.10287285,0.89712715,0.0
551,0,0.80283904,0.19716097,0.0
552,0,0.88032675,0.11967323,0.0
553,0,0.8769168,0.12308318,0.0
554,0,0.96510386,0.03489613,0.0
555,0,0.9465231,0.0534769,0.0
556,0,0.86941195,0.13058807,0.0
557,0,0.87785167,0.12214836,0.0
558,0,0.8714551,0.12854493,0.0
559,0,0.9845363,0.015463734,0.0
560,0,0.82221633,0.17778367,1.0
561,0,0.899804,0.10019601,0.0
562,0,0.97913885,0.02086117,0.0
563,0,0.9078042,0.0921958,0.0
564,0,0.9820599,0.017940123,0.0
565,0,0.815892,0.184108,1.0
566,1,0.15375412,0.8462459,0.0
567,0,0.968663,0.03133704,0.0
568,0,0.80962664,0.19037335,1.0
569,0,0.864638,0.13536206,0.0
570,0,0.7916168,0.20838323,0.0
571,1,0.36425155,0.63574845,1.0
572,0,0.930006,0.06999396,0.0
573,0,0.91868263,0.08131736,0.0
574,0,0.84711826,0.15288174,0.0
575,0,0.94096804,0.059031967,0.0
576,0,0.9258464,0.074153595,0.0
577,0,0.81696916,0.18303084,0.0
578,0,0.874309,0.12569098,0.0
579,0,0.9258464,0.074153595,0.0
580,0,0.7895843,0.21041574,0.0
581,0,0.85314745,0.14685257,0.0
582,0,0.9227151,0.077284865,0.0
583,0,0.821922,0.17807798,0.0
584,0,0.61143,0.38857,1.0
585,0,0.95094985,0.04905014,0.0
586,0,0.69580185,0.30419812,1.0
587,0,0.93293047,0.06706956,0.0
588,0,0.93767697,0.062323052,0.0
589,0,0.9406715,0.05932851,0.0
590,1,0.2059924,0.7940076,1.0
591,0,0.80260336,0.19739664,1.0
592,0,0.96510386,0.03489613,0.0
593,0,0.5251764,0.4748236,0.0
594,0,0.8559878,0.14401224,1.0
595,1,0.23361486,0.76638514,0.0
596,0,0.9258464,0.074153595,0.0
597,0,0.9674121,0.03258786,0.0
598,0,0.9711439,0.028856117,0.0
599,1,0.11715329,0.8828467,1.0
600,1,0.23583412,0.7641659,1.0
601,0,0.9334587,0.0665413,0.0
602,0,0.90225303,0.097746976,0.0
603,0,0.9258464,0.074153595,0.0
604,0,0.930006,0.06999396,0.0
605,1,0.38666934,0.61333066,0.0
606,0,0.53586924,0.46413073,0.0
607,0,0.6033747,0.3966253,0.0
608,0,0.9782497,0.021750275,0.0
609,0,0.9255172,0.074482806,0.0
610,0,0.9649543,0.035045676,0.0
611,0,0.97317415,0.026825838,0.0
612,0,0.94096804,0.059031967,0.0
613,0,0.9782497,0.021750275,0.0
614,0,0.9048331,0.095166914,0.0
615,1,0.48041588,0.5195841,1.0
616,0,0.6085547,0.3914453,0.0
617,0,0.93042713,0.06957285,0.0
618,0,0.670107,0.32989296,1.0
619,0,0.84647477,0.15352523,0.0
620,0,0.6078255,0.3921745,0.0
621,1,0.10951465,0.89048535,0.0
622,0,0.70330286,0.2966971,1.0
623,0,0.9067929,0.093207136,0.0
624,0,0.94096804,0.059031967,0.0
625,0,0.90492535,0.095074676,0.0
626,1,0.18463951,0.8153605,0.0
627,0,0.93913287,0.060867112,0.0
628,0,0.9820599,0.017940123,0.0
629,0,0.9782497,0.021750275,0.0
630,0,0.5595044,0.44049564,0.0
631,1,0.021505237,0.97849476,1.0
632,0,0.6550975,0.3449025,1.0
633,0,0.9068487,0.09315126,0.0
634,0,0.8631019,0.13689812,0.0
635,0,0.751018,0.248982,1.0
636,0,0.93947315,0.060526844,0.0
637,1,0.13034779,0.8696522,0.0
638,0,0.87576926,0.124230765,1.0
639,0,0.9465231,0.0534769,0.0
640,0,0.5047078,0.49529222,0.0
641,0,0.9845363,0.015463734,0.0
642,0,0.5377774,0.46222255,0.0
643,0,0.85749054,0.14250945,0.0
644,0,0.9482629,0.051737152,0.0
645,0,0.94096804,0.059031967,0.0
646,0,0.96510386,0.03489613,0.0
647,0,0.7957521,0.20424788,0.0
648,0,0.7956989,0.20430113,0.0
649,1,0.3718065,0.6281935,0.0
650,0,0.9177122,0.08228781,0.0
651,1,0.28650546,0.71349454,1.0
652,0,0.84858847,0.15141156,0.0
653,0,0.802331,0.19766904,0.0
654,0,0.7252757,0.2747243,0.0
655,0,0.7221526,0.27784738,0.0
656,0,0.9377945,0.06220548,0.0
657,0,0.88785017,0.112149805,0.0
658,0,0.96536964,0.03463037,0.0
659,0,0.879813,0.12018697,0.0
660,0,0.689085,0.310915,1.0
661,0,0.95094985,0.04905014,0.0
662,0,0.8796225,0.12037746,0.0
663,0,0.8870436,0.11295642,0.0
664,1,0.14227945,0.85772055,1.0
665,1,0.3968296,0.6031704,1.0
666,0,0.94096804,0.059031967,0.0
667,0,0.8290565,0.17094351,0.0
668,0,0.5992701,0.4007299,0.0
669,0,0.7377467,0.26225328,0.0
670,0,0.9845363,0.015463734,0.0
671,0,0.704551,0.29544905,0.0
672,0,0.9258464,0.074153595,1.0
673,0,0.930006,0.06999396,0.0
674,0,0.9522586,0.047741387,1.0
675,0,0.5587126,0.4412874,0.0
676,0,0.9465231,0.0534769,1.0
677,0,0.6324147,0.3675853,0.0
678,0,0.80598754,0.19401248,0.0
679,0,0.9108922,0.08910779,0.0
680,0,0.94096804,0.059031967,0.0
681,0,0.9465231,0.0534769,0.0
682,0,0.9275162,0.072483756,0.0
683,0,0.9845363,0.015463734,0.0
684,0,0.9465231,0.0534769,0.0
685,0,0.8384906,0.16150942,0.0
686,1,0.1559335,0.8440665,1.0
687,0,0.88699305,0.11300693,0.0
688,0,0.83398855,0.16601144,0.0
689,0,0.9707424,0.029257623,0.0
690,1,0.24319011,0.7568099,0.0
691,0,0.9845363,0.015463734,0.0
692,0,0.8464824,0.15351762,0.0
693,0,0.9692621,0.030737894,0.0
694,0,0.53393203,0.46606797,0.0
695,0,0.87282604,0.12717395,1.0
696,0,0.94096804,0.059031967,0.0
697,0,0.7865181,0.21348193,0.0
698,0,0.94271183,0.05728814,0.0
699,1,0.25687993,0.7431201,1.0
700,0,0.93312114,0.06687886,0.0
